Object_ID,Size_m,Velocity_km_s,Altitude_km,Mass_kg,Material_Type,Orbit_Type,Source,Year_Detected,Decay_Prediction_Years,Impact_Probability,Solar_Activity_Index,Space_Weather_Impact,Radiation_Exposure_Level,Debris_Density_in_Region,Eco_Impact_Score,Risk_Category
1,9.760945154458724,9.775950697549469,524.42057327323,997.9569198307356,Steel,GEO,Fragment,1983,4.9558701730205765,0.4360322677047221,101.53801854017516,Severe,9.32405827242686,7.709879119243199,40.3312510944536,High
2,2.5757474299249155,2.030655661471544,1118.7121205361782,532.0157638831055,Aluminum,MEO,Satellite,2002,38.21336941138195,0.8583081264480926,176.7984365959764,Moderate,6.203152100126529,7.414676464055839,14.392937274682817,High
3,4.566710817376866,3.655749107901796,1109.1148115239928,375.30388274955953,Unknown,GEO,Fragment,1996,9.542904394113132,0.0079791433675799,116.383103504912,Low,3.669234625984109,3.902154880543102,9.963699655340964,Low
4,0.3099020549161898,5.729954399734252,446.6198516391711,385.9222272602677,Composite,LEO,Satellite,1974,12.368362583942345,0.9967766087012292,109.99638244929574,Low,5.634814918111947,8.302641826258586,99.37533804373984,High
5,3.978303020366663,2.0901809002891287,563.4129010392018,195.04000008390716,Steel,GEO,Rocket,2020,45.89448778024863,0.066312441365199,53.92565129998601,Low,9.931458921907533,5.439467004369395,7.932835863129273,High
6,5.717486954176696,3.6837897962628814,934.6963968227988,512.2718351417942,Aluminum,GEO,Satellite,2023,23.57838322407212,0.5371236863880278,151.8503782674643,Low,4.725821357022424,4.754127620273862,19.051736200833748,Low
7,9.53171487895457,13.757777045769156,935.8605423061676,438.911142665189,Composite,GEO,Satellite,2013,6.262126310240107,0.697399989931918,129.89636793734462,Low,8.415506981927033,8.218730782735387,25.283318201156213,High
8,5.172193088951244,1.2701878511777869,771.6046513154324,270.86821681777866,Steel,GEO,Fragment,1984,45.25407747597934,0.5498302007460253,96.77436802954983,Moderate,1.385342329058098,0.9823010947251364,31.7129018766516,Low
9,8.192882188515101,10.14804693844107,467.38127271796566,160.6240325930996,Unknown,LEO,Rocket,1972,22.61985096105745,0.3007737591207595,70.89521468261766,Low,0.5648090389685856,2.239774704020105,13.126635112459894,High
10,5.475805149263317,6.3817250328125885,207.87262238176316,311.30774478068696,Composite,MEO,Rocket,1970,6.527566432273008,0.8554327691857754,77.36234363179896,Low,3.9014783398204154,4.441912210763108,83.97415618981243,Low
11,0.4174422842208258,10.417082352053196,1946.423112370437,508.7324593549605,Composite,GEO,Fragment,1993,19.541148576615477,0.4304230307503154,83.7293022170393,Severe,1.377725812321361,0.8552453270589391,92.46582199130278,Low
12,3.1569326691458426,9.241684085087664,1898.2986134670684,58.4274389575732,Aluminum,MEO,Rocket,1981,29.46646265283151,0.3007013421365598,179.78053356764477,Moderate,3.3052752867539894,9.958720055211202,54.896133384145365,High
13,5.759739583232721,4.12898256096502,1070.5706825170432,153.82865418109756,Aluminum,LEO,Rocket,2014,18.1171014606685,0.7683337010898537,122.09541001628097,Low,7.15427821301338,3.1359964768200896,56.70347960703908,Low
14,9.506433719651932,12.86093282602744,1991.0931558950103,947.6625012423984,Aluminum,LEO,Satellite,1983,46.21632790805673,0.1458558679943906,154.3245666606042,Low,4.454879553101987,9.477497780279856,99.37814679567433,Low
15,8.59271229391482,7.887165356530994,1412.577795408038,542.9010654962359,Unknown,GEO,Fragment,2011,13.484191185637584,0.2050090486240798,119.19776319157954,Moderate,3.212142534411781,4.745041643381011,88.38012669309624,Low
16,2.291272585646688,12.515504264788603,323.9435676935748,63.54295872967187,Composite,MEO,Rocket,1989,8.791270777438548,0.2527697659755773,121.05960337306124,Severe,8.915039210370551,9.245261066109816,40.74327903320661,Low
17,2.2088972018914435,6.684175506635069,411.8927583487293,693.118449993696,Steel,GEO,Rocket,1983,11.04755858187772,0.4348809775165027,173.32218123217672,Moderate,0.0942882538454781,4.400409291233885,75.8895480646542,High
18,2.0197179414678685,14.785597754813349,1848.999518965348,61.89668979202683,Unknown,LEO,Rocket,1983,4.18749732997486,0.0203363069585018,165.67350953605222,Moderate,8.140283469208228,8.147431441908957,26.52737941242925,High
19,9.225763974062009,11.786851019018147,1334.0939638693312,738.9003396236683,Steel,GEO,Satellite,2014,22.614806707941543,0.9917756521084694,84.82072642291044,Severe,6.212687913825388,7.5112349661917985,5.18698224610864,Low
20,8.52813486948619,14.523302871576028,1717.7305279832322,749.9877254478549,Steel,GEO,Satellite,2022,43.916696398734615,0.6001509528749457,143.85797140832804,Moderate,0.4645571042996566,9.469005927047457,2.2157568207734517,High
21,7.751085488206958,8.200570704738023,1816.88536934092,651.1138678516777,Aluminum,MEO,Fragment,2004,15.266980273936326,0.9707194402107407,152.02823227371388,Severe,0.3415411232180787,6.374877954031468,53.89428954738536,High
22,3.933423791100034,7.631675852069806,1006.2956203082948,732.2313241648877,Steel,LEO,Fragment,1988,12.91688092472464,0.8074532650102806,110.72051681253704,Severe,1.719006046373014,2.2716232991435112,49.9717725226988,Low
23,5.04876323594468,11.57635333055361,287.34671283804744,88.05698443495643,Steel,GEO,Satellite,1989,41.86923321237333,0.13430999647274,60.24976360283614,Low,9.774058728031854,5.419474326356703,15.071448647931495,Low
24,4.648674130503577,13.324077682188022,538.9046280151797,726.807874300032,Unknown,GEO,Fragment,2011,15.299742771546548,0.2090680551069444,105.71072581087031,Low,0.8570891713332129,1.4596013176891554,85.31656243247902,High
25,2.5414470945181327,14.498041142117811,319.8295051443832,136.77465089191057,Aluminum,GEO,Fragment,2013,23.8445989777511,0.0344492787200895,103.74577959178428,Moderate,7.388557574916257,3.3493658256073395,58.29165583678395,Low
26,5.0552301810261815,5.543726684454996,539.7317222573132,339.57195668111666,Steel,MEO,Fragment,1992,1.5619048484013465,0.8337904774602856,153.5944371582866,Low,4.015921569572893,7.8920901865847375,38.1525901081453,Low
27,0.3146605130490171,12.181864033796945,938.9592676205782,942.7509789752828,Steel,LEO,Satellite,2003,14.353587427693748,0.5934576140947891,171.42767223692232,Severe,2.366456533486909,0.1406652899672313,50.58730839218922,Low
28,1.3267856312396171,3.949038366897514,412.75425892697376,502.9251901113742,Steel,GEO,Satellite,1970,6.527998502991234,0.2150650502395859,109.40236354005258,Severe,5.750044949668779,6.20902076873606,9.74119768603302,High
29,8.867030065727775,8.638040854436234,500.1198460496179,967.4296894398057,Composite,GEO,Rocket,1973,5.292305598625196,0.970084799683208,146.85743801384396,Moderate,3.681878104556709,6.930170404468628,89.98738586361682,Low
30,7.519280872643918,3.517874077728788,1002.4792077290226,89.01356664084888,Composite,GEO,Rocket,2009,21.570869965980933,0.7367389749067984,146.42518674894973,Moderate,3.101822829814261,8.99800878207345,29.054699975723075,Low
31,4.234455406500279,5.863563064504744,812.3077106992812,477.60884390322377,Aluminum,LEO,Rocket,1986,13.866619495602643,0.7055188254314243,147.22327272245172,Low,2.396222721202096,7.564903653383396,17.460407653627673,High
32,5.1763321192159335,14.03901714089043,1041.7846235384736,62.49608004484296,Unknown,MEO,Rocket,1995,8.322338204996072,0.266993895977299,133.14635062610347,Moderate,4.578173449844298,4.02882228612788,42.595733020204094,Low
33,3.7062888707401744,3.045269796823205,972.5096499663116,630.2472413730449,Aluminum,MEO,Fragment,1983,25.574263513514182,0.3133736305606506,144.3824264509692,Moderate,1.6960498556358616,7.65601446801427,28.1173283909158,Low
34,7.410390872935118,9.85361253189275,1360.0604467637902,78.79913066837952,Composite,GEO,Fragment,2015,39.20219914722742,0.6679788416391771,180.15311733621328,Moderate,8.519476826055719,6.255162013349802,30.764431339671077,High
35,7.844029920528475,9.301359820983649,1886.941187976538,175.45026576012327,Aluminum,GEO,Satellite,2020,36.74295749773084,0.5935516483988877,188.27434199591872,Severe,5.917427512909667,5.867921678349173,82.44663778339925,Low
36,7.635219050129559,2.69033693792581,394.1558091996365,258.9044270382736,Unknown,MEO,Fragment,2001,12.538146619130746,0.6472835431351932,63.76991484470567,Low,0.6288149021879041,0.7383538855238223,54.70149913444864,Low
37,7.228891131096151,5.5637066127633705,378.6682687565509,748.7689772793168,Aluminum,MEO,Fragment,2005,13.156732341953614,0.8788227821462328,51.76288603348505,Severe,4.570435701024107,5.397284350065579,93.17691820096395,High
38,2.05299834354103,8.88174106321372,1735.0509999636236,164.04572260619295,Steel,MEO,Fragment,1989,36.59509071293032,0.1604009231700862,127.83737212629369,Severe,6.2959035189453,8.671102003306554,95.0364090118985,High
39,3.386320092612382,3.620500525838864,1111.5140683744264,846.6473900877385,Unknown,GEO,Rocket,1985,27.8584263267827,0.1163334173303765,111.92185400068094,Moderate,8.616105150929673,4.369072589402981,99.1548443178473,Low
40,4.703755895486912,12.208731189779416,1579.529042423196,131.99074843691778,Unknown,GEO,Satellite,2020,37.12082473133951,0.5646331590029642,117.67541600379722,Severe,0.2347965364775039,7.041875911863341,13.152814785502851,High
41,3.3146219843622795,14.6101911334865,587.7594264931065,35.34092462524932,Unknown,MEO,Rocket,1988,0.0682682419476221,0.5001557417228019,118.77578005314696,Low,4.5627542763910185,9.037475078815184,89.68512133037345,High
42,7.551852599581706,4.006631599474609,1691.9526317015932,395.10591442777087,Aluminum,MEO,Fragment,2014,4.356905993098359,0.4028698872336308,184.27828872955703,Low,7.058408885499441,5.342155839429417,29.460454908615898,Low
43,3.300241707257047,3.616767507068063,1862.9239235468528,979.443697807098,Aluminum,LEO,Fragment,2008,40.098503231270776,0.904712757311361,145.49406001061578,Low,1.9612783030557943,0.8821559030895902,62.92518871897575,High
44,1.3909385469855182,7.369091005164225,1343.8694279836789,110.43119356599834,Steel,GEO,Satellite,1993,42.55593953879432,0.5583802563283378,116.35101129878672,Severe,2.213458810854517,0.543437245979935,87.78303936024595,High
45,3.9964141159625575,11.46871387996045,390.582238652844,101.80827219522509,Unknown,LEO,Rocket,1983,17.172008912089247,0.5672513738540855,118.21740647492918,Severe,4.89673762884691,7.977244451915964,9.287534299188316,High
46,9.79934518349598,4.94240854329352,1811.5306654814096,751.1913941445443,Steel,MEO,Fragment,1998,47.91674294786406,0.3664293171963513,176.67539418477253,Severe,8.8449463128219,0.3279986416866804,15.18505682902841,High
47,2.266555315206423,1.2783187217619256,1626.4779092661283,312.230477824166,Unknown,GEO,Satellite,2011,15.078471631072766,0.3440718359998642,82.55843439874792,Low,3.982712842185512,9.989175899764614,73.31777345162612,Low
48,6.1254650028428586,8.577088792460515,1551.5799977260815,717.3098890639943,Composite,GEO,Fragment,1983,44.51416200927352,0.9876044452639624,52.21197388013852,Low,4.844864256478839,1.2759613651933284,34.67623007167252,High
49,4.3354007678986655,14.392407948742306,266.110740030648,200.09058838441905,Aluminum,LEO,Fragment,2021,21.085454245322016,0.6230727671912172,121.7251074872726,Low,6.357582591855303,7.751604217496413,65.50407262892587,Low
50,0.7195354308167731,6.477875975697238,1638.1325454625485,460.1259869987431,Steel,LEO,Satellite,1980,28.090432920927945,0.8251156766566506,194.0706438375327,Severe,3.1078452691875857,8.6772984489338,11.400596503365756,Low
51,4.883887293920615,6.881883758563406,448.3118188430426,265.363348761143,Aluminum,LEO,Satellite,1980,32.16361346657942,0.4474581532376864,172.15580603242518,Low,8.670859825306202,3.064979290368067,97.23973811439838,High
52,7.0246216431966415,14.56462403959653,600.2951171543991,451.583062057599,Aluminum,LEO,Fragment,2016,6.655413885332545,0.1918543050603097,111.25928360713142,Low,9.618595563291793,5.416690425019524,50.12539282384309,Low
53,5.1370675585199095,10.724506562774195,1238.8427027646635,769.1201828760453,Composite,GEO,Satellite,2009,1.8555700980021184,0.3248409931564784,76.26486363816039,Moderate,6.503073741757994,9.523802266106433,87.0542513066058,High
54,8.722339576828345,11.068406919789751,676.9653912503895,762.0337394836139,Composite,MEO,Fragment,1993,21.340014372008177,0.3461272671314593,135.52028446112584,Severe,6.384761871576711,9.55159386881224,67.49583998178073,High
55,2.8964807964092505,8.877828075194946,1390.4267713614554,515.8207104449563,Unknown,MEO,Rocket,1991,8.017826171165988,0.5649125249285081,181.9556845185358,Severe,6.7355078132523305,9.301189231514186,95.17377044110644,Low
56,0.8716292213266096,14.644528952085382,1294.526805858347,928.3790065366788,Composite,MEO,Fragment,2018,27.446690823918352,0.1546156836994685,157.59103486934666,Low,1.9389705023240469,2.749791967882535,57.0500712462317,Low
57,9.366290460463482,10.644130781957784,394.6692764238727,263.8577240380292,Unknown,LEO,Satellite,2024,22.682097478963104,0.3870181211898563,131.0300334467792,Moderate,7.323724286430528,0.5963737563228059,30.63865843031032,Low
58,3.788181531786908,13.530458522472372,1380.8262432647114,240.38731998412115,Composite,MEO,Rocket,2024,6.104881145074481,0.1005771756209232,160.231477977956,Moderate,3.4697733177572507,1.028797396716522,61.3518186545752,Low
59,5.768291459021797,10.791304120265096,1863.118837684874,613.8450205353162,Composite,LEO,Satellite,1990,33.28925234725104,0.4965303885025037,194.6982022559194,Low,9.933526659667104,1.4196246653145876,99.68844392341124,Low
60,7.922111230040658,11.291621547765544,489.9978293344996,621.3349045133674,Steel,LEO,Fragment,1975,1.0247394360241913,0.9474244267265268,132.90402635792128,Moderate,7.521676602060792,6.717109928996066,81.53505241030697,Low
61,3.24989350211705,5.065752909991451,1274.7116376971974,46.63538556101749,Composite,MEO,Satellite,1983,6.319165333524235,0.3389336748961753,133.3021917704573,Low,5.837665432962945,8.024570702102366,45.4960721371186,Low
62,7.164483736394336,5.248701772193466,815.3576694860493,607.816934615659,Steel,MEO,Fragment,1978,35.008211042233675,0.049712450427313,121.79049782548104,Severe,9.122356253644744,0.5042068746590679,81.65212704313441,High
63,1.362834309680102,11.961785094064409,1027.301009192487,374.4987137332795,Composite,MEO,Satellite,2004,26.392770989322717,0.6087605200307118,134.9919466065357,Moderate,9.700402181788778,8.904162609845885,70.28314026639782,High
64,2.9200245345829976,5.153888048378595,716.6003223421459,747.4677810680271,Steel,GEO,Satellite,2013,14.096648391046424,0.6347296696538048,145.27433427345312,Moderate,8.180744968140589,7.473289718194549,93.87200715803252,Low
65,1.455659255003834,8.878780991221443,837.4351454258515,808.1248539788184,Aluminum,LEO,Fragment,2005,9.012306533193431,0.479569709035225,80.64187653508952,Moderate,7.565972553945595,5.303327477609114,36.47956336401055,High
66,8.114193278429564,4.490932352693827,252.0412818798031,552.1986041650819,Unknown,GEO,Rocket,1994,32.11418651127833,0.3968595883943432,135.20437905172088,Low,0.606567633966778,9.89961323247691,4.0384437165278175,Low
67,2.2342658599155856,12.437767331326972,1966.7931282509967,1.80486099911486,Composite,MEO,Fragment,1984,10.279833249844062,0.8926646005902727,52.01860141312648,Severe,7.060160135631834,2.652596275329449,8.642554204413976,Low
68,7.17686151849805,2.54701891718766,1324.639859730947,636.4021735856254,Steel,GEO,Rocket,2014,49.23055398732811,0.9384371832641528,190.6894020335369,Moderate,3.35754720790716,2.1808603420639585,76.74140287452335,Low
69,9.433550988484068,12.6122529566633,1101.2700628889934,748.9063915379677,Composite,GEO,Rocket,1997,43.4655610421097,0.6731615826991248,55.67589435635342,Severe,9.299128943039948,3.3486937501918663,69.1268590117422,Low
70,5.282444368598081,9.438217207106426,890.6876291005881,249.05836790489107,Steel,MEO,Rocket,2019,6.607897490878889,0.5012249745331472,193.7229635142985,Severe,6.117631673184974,5.265680785821262,73.33775825660088,Low
71,5.40489163068427,3.616733487579082,1170.8742058832495,464.6995365406747,Steel,MEO,Rocket,1983,42.957628147194086,0.0675477021001859,195.3489150987307,Moderate,3.706534598266601,3.868985470802317,66.77085784061741,Low
72,4.615725345297142,8.588495397085655,884.1907976884471,965.7300507494472,Composite,LEO,Fragment,1982,17.252139085399577,0.3010381535089687,129.01853449651196,Severe,3.389781377544022,8.295181481060117,45.71085823011072,Low
73,3.265642532502491,4.954983715862767,847.8342694886119,298.18574183876405,Unknown,LEO,Fragment,2010,24.499091010587005,0.2850917446573677,99.86272697847863,Low,5.548313848429329,8.945009813939443,6.808690792309513,Low
74,4.7617937589399215,5.528542686226952,1035.1037750996236,223.2309357166366,Steel,GEO,Rocket,2000,7.141214757618347,0.058242496222275,77.74260749699033,Low,4.914979413969953,9.666710080018571,83.555154017396,Low
75,6.032047247344926,5.921392582356325,696.7694606081434,210.93370499896236,Aluminum,MEO,Rocket,1974,5.928612065256594,0.8433630966663156,74.32620430558507,Low,3.908750376599391,8.182693206738657,18.07843427819004,High
76,9.860055805984889,1.8864694576124927,524.0898199402138,558.844954270561,Composite,LEO,Rocket,1988,43.27464830311417,0.8670476063606114,85.69009092049228,Severe,2.084536981403474,6.081516428289602,98.98677754747077,High
